종목명,현재가,기준월,배당금,수익률(%),배당성향(%),ROE(%),PER(배),PBR(배),과거3년배당금_Max,1년전,2년전,3년전
영보화학,4465,24.12,350,7.84,30.26,13.01,3.16,0.38,50,50,50,100
동국씨엠,6380,25.03,500,7.84,23.40,6.45,2.79,0.17,100,100,0,0
트윔,7740,24.09,600,7.75,122.17,2.48,31.66,0.74,0,0,0,0
와이솔,6480,25.03,500,7.72,125.30,3.12,12.99,0.39,250,250,250,250
현대차3우B,156200,25.02,12050,7.71,25.13,12.43,4.60,0.51,7050,11450,7050,5050
현대차우,157100,25.02,12050,7.67,25.13,12.43,4.60,0.51,7050,11450,7050,5050
현대차2우B,158600,25.02,12100,7.63,25.13,12.43,4.60,0.51,7100,11500,7100,5100
광주신세계,29150,25.03,2200,7.55,36.34,5.58,4.97,0.26,2200,2200,2200,1700
CR홀딩스,5450,24.12,410,7.52,0671.46,00.39,0114.31,0.39,450,410,450,450
조선내화,13300,24.12,1000,7.52,203.40,2.68,31.46,0.83,0,0,0,0
노바텍,18810,24.12,1409,7.49,80.44,10.80,8.95,0.87,500,500,200,143
코리아에셋투자증권,7400,25.07,550,7.43,44.78,0,0,0,700,500,200,700
블랙야크아이앤씨,3750,25.03,278,7.41,29.99,40.28,0,0.00,13,0,13,0
INVENI,54200,25.02,4000,7.38,58.92,6.16,10.41,0.45,8750,8750,2500,2250
HRS,5470,24.12,400,7.31,42.31,12.74,5.01,0.60,200,200,200,200
메가스터디,10940,24.12,800,7.31,56.66,5.12,7.91,0.38,850,850,1050,600
아이마켓코리아,8210,24.12,600,7.31,70.04,7.66,9.92,0.70,600,600,600,600
스카이라이프,4810,24.12,350,7.28,012.18,021.72,01.65,0.41,350,350,350,350
바이오인프라,5510,24.12,400,7.26,048.94,012.92,07.80,1.13,600,600,0,0
유아이엘,3785,24.12,270,7.14,28.64,16.63,3.77,0.56,0,0,0,0
마스턴프리미어리츠,1459,25.03,104,7.13,015.23,011.60,03.53,0.45,258,234,258,0
HS애드,7720,25.03,550,7.12,39.29,11.77,4.63,0.51,450,450,400,350
케이탑리츠,956,24.12,68,7.11,62.35,5.07,8.86,0.44,95,95,108,38
서울보증보험,40300,25.04,2865,7.11,93.87,4.12,0,0.00,4048,2983,4048,3282
신한서부티엔디리츠,3495,24.12,248,7.10,70.82,3.96,18.71,0.74,89,290,316,89
세아특수강,14120,24.12,1000,7.08,76.09,3.34,10.24,0.33,1200,1000,1000,1200
SK네트웍스,4270,25.04,300,7.03,121.68,2.29,19.43,0.39,200,200,120,120
이지스레지던스리츠,4240,24.12,297,7.02,59.56,3.30,13.26,0.45,262,262,262,258
푸른저축은행,9290,24.12,650,7.00,96.74,2.50,16.25,0.32,650,650,650,650
한화리츠,3870,25.04,270,6.99,0,0,0,0,270,270,112,0
SGC에너지,24400,24.12,1700,6.97,37.67,8.80,5.47,0.47,1700,1700,1700,1500
AJ네트웍스,3910,24.12,270,6.91,55.55,5.04,8.96,0.43,270,270,270,270
에스에이엠티,2900,24.12,200,6.90,35.89,13.46,4.79,0.59,230,200,230,200
스톰테크,3800,24.12,260,6.84,47.35,0,5.79,0.93,150,150,0,0
KPX케미칼,47750,24.12,3250,6.81,24.07,9.66,3.31,0.30,3000,3000,2750,2750
씨유테크,3405,24.12,231,6.78,30.06,12.45,3.73,0.43,64,16,64,260
코람코더원리츠,5190,25.02,350,6.74,119.17,1.59,60.31,0.97,331,331,312,124
강원랜드,17420,25.04,1170,6.72,51.32,12.08,7.48,0.82,930,930,350,0
KISCO홀딩스,26900,24.12,1800,6.69,70.13,2.82,9.94,0.21,900,900,600,400
디지털대성,7490,24.12,500,6.68,86.41,10.45,12.59,1.36,300,200,200,300
대신증권2우B,18040,25.03,1200,6.65,68.52,4.57,10.00,0.35,1400,1200,1200,1400
기아,98300,25.03,6500,6.61,26.18,19.09,4.12,0.71,5600,5600,3500,3000
KZ정밀,12140,24.12,800,6.59,65.63,4.69,10.29,0.41,600,600,400,350
유안타증권우,3795,25.03,250,6.59,57.14,4.52,7.65,0.33,230,230,160,230
삼현철강,4605,24.12,300,6.51,84.11,2.83,12.76,0.35,300,300,300,300
동국제강,9210,25.03,600,6.51,85.34,2.04,11.39,0.23,700,700,0,0
ESR켄달스퀘어리츠,4215,24.11,274,6.50,810.80,0.33,282.50,0.94,272,272,270,262
한솔로지스틱스,2310,25.03,150,6.49,48.64,7.00,6.71,0.45,70,100,70,60
엔브이에이치코리아,2315,24.12,150,6.48,53.31,5.35,8.30,0.42,93,150,112,93
맥쿼리인프라,11715,24.12,759,6.48,0,0,0,0,770,770,762,741
SK텔레콤,54800,25.02,3540,6.46,60.28,10.83,9.50,1.00,3540,3540,3320,2660
무학,8090,24.12,520,6.43,28.44,8.72,3.72,0.29,230,230,230,230
대창스틸,2345,24.12,150,6.40,414.72,0.51,57.93,0.30,150,150,150,150
GS우,43000,25.02,2750,6.39,45.10,4.12,6.56,0.26,2550,2550,2550,2050
윈스테크넷,12510,24.12,800,6.39,44.53,10.86,8.41,0.76,500,500,500,500
유화증권우,2660,24.12,170,6.39,55.40,3.50,9.16,0.26,140,130,120,140
대신증권우,19640,25.03,1250,6.36,68.52,4.57,10.00,0.35,1450,1250,1250,1450
대덕,7960,25.03,500,6.28,77.70,3.68,10.25,0.37,400,400,400,300
현대엘리베이터,87700,24.12,5500,6.27,108.40,14.42,11.18,1.51,800,4000,500,800
LX인터내셔널,32000,25.02,2000,6.25,40.94,7.12,5.97,0.37,3000,1200,3000,2300
세화피앤씨,803,24.12,50,6.23,62.68,8.22,10.24,0.82,17,17,10,15
이노션,18890,25.03,1175,6.22,46.88,10.48,7.74,0.77,900,1175,1075,900
신한알파리츠,5560,25.03,346,6.22,230.63,1.65,65.88,1.04,817,817,367,347
KPX홀딩스,68500,24.12,4250,6.20,21.48,8.02,2.86,0.21,3500,3500,3000,3000
진양폴리,4035,24.12,250,6.20,79.02,9.74,20.99,2.03,250,250,200,175
TKG휴켐스,16150,24.12,1000,6.19,49.41,9.09,8.98,0.75,1000,1000,1000,1000
기업은행,17230,25.03,1065,6.18,32.11,8.06,4.32,0.34,984,984,960,780
SJM홀딩스,3660,24.12,225,6.15,32.21,5.88,5.10,0.26,225,225,150,175
지엠비코리아,4085,24.12,250,6.12,31.03,5.76,4.55,0.26,80,150,80,80
네오티스,3270,24.12,200,6.12,55.12,9.38,9.04,0.80,250,200,250,250
삼성FN리츠,4475,25.01,274,6.12,254.07,0.66,159.99,1.00,266,266,0,0
골프존,65500,24.12,4000,6.11,48.23,11.62,8.24,0.89,4500,4500,4500,3500
코오롱인더우,22150,24.12,1350,6.09,40.06,3.06,8.34,0.23,1350,1350,1350,1350
창해에탄올,9880,24.12,600,6.07,36.37,9.71,6.60,0.51,600,600,500,600
진양홀딩스,3295,24.12,200,6.07,72.95,4.21,11.23,0.47,200,200,200,170
NH투자증권우,16490,25.03,1000,6.06,47.96,8.73,7.06,0.59,850,850,750,1100
맵스리얼티1,4380,24.12,265,6.05,0,0,0,0,265,265,250,250
멀티캠퍼스,34850,24.12,2100,6.03,40.06,15.16,5.70,0.82,800,1600,800,600
한국쉘석유,450500,24.12,27000,5.99,95.76,28.93,11.30,3.25,25000,25000,18000,19000
서원인텍,5840,24.12,350,5.99,36.88,8.40,5.76,0.47,400,400,400,350
대덕1우,8430,25.03,505,5.99,77.70,3.68,10.25,0.37,405,405,405,305
동국홀딩스,8360,25.03,500,5.98,132.42,0.72,19.96,0.14,600,600,500,400
서호전기,41800,24.12,2500,5.98,100.04,12.69,9.25,1.06,1500,1500,1500,1000
이지홀딩스,4185,24.12,250,5.97,94.80,2.70,10.55,0.26,75,120,75,50
SK디앤디,10050,25.03,600,5.97,25.26,6.64,3.20,0.24,800,800,800,800
삼성화재우,319000,25.03,19005,5.96,38.95,13.11,8.74,0.98,16005,16005,13805,12005
제일기획,20700,24.12,1230,5.94,60.03,15.12,9.40,1.18,990,1110,1150,990
현대차,202000,25.02,12000,5.94,25.13,12.43,4.60,0.51,7000,11400,7000,5000
디씨엠,13520,24.12,800,5.92,36.69,7.54,6.87,0.38,900,150,900,900
피에스텍,4265,24.12,250,5.86,72.75,4.36,13.46,0.50,250,250,200,150
DB손해보험,116600,25.03,6800,5.83,22.05,18.98,3.93,0.66,5300,5300,4600,3500
동양생명,6860,24.04,400,5.83,26.01,6.18,3.05,0.25,620,0,620,220
에코마케팅,8580,24.12,500,5.83,52.30,12.87,10.68,1.30,310,200,310,310
진로발효,18900,24.12,1100,5.82,71.02,12.59,10.92,1.29,650,650,450,1150
부국증권우,26650,25.04,1550,5.82,43.63,4.05,11.79,0.32,1650,1550,1550,1650
SK리츠,4615,25.03,268,5.81,1957.72,0.08,1360.96,1.15,311,311,261,186
한세예스24홀딩스,4310,25.03,250,5.80,215.62,0.90,37.15,0.33,250,250,250,250
우리금융지주,20700,25.02,1200,5.80,28.87,9.38,3.71,0.33,900,1000,1130,900
화인써키트,6060,24.12,350,5.78,91.46,10.18,15.42,1.51,431,400,431,35
롯데리츠,3695,24.12,213,5.77,304.94,0.95,74.32,0.75,300,200,300,292
한솔제지,8690,25.03,500,5.75,039.12,04.31,06.74,0.30,700,500,700,600
삼화페인트,6090,25.02,350,5.75,56.16,4.87,10.80,0.47,400,400,250,100
KB오토시스,3485,24.12,200,5.74,78.12,2.58,12.34,0.31,150,150,150,120
GS,47100,25.02,2700,5.73,45.10,4.12,6.56,0.26,2500,2500,2500,2000
교보증권,8730,25.03,500,5.73,6.93,6.09,5.38,0.32,500,250,200,500
한양증권우,17470,24.12,1000,5.72,32.39,0,4.01,0.30,950,850,850,950
유화증권,2800,24.12,160,5.71,55.40,3.50,9.16,0.26,130,120,110,130
유수홀딩스,6140,25.04,350,5.70,55.36,4.87,8.43,0.41,400,350,400,400
모토닉,10530,24.12,600,5.70,40.10,7.07,8.61,0.39,450,450,400,400
원풍,4390,24.12,250,5.70,37.67,7.87,6.72,0.47,220,220,200,170
한국토지신탁,1235,24.12,70,5.67,091.60,01.68,015.34,0.23,90,70,90,100
TJ미디어,5650,24.12,320,5.66,96.04,5.42,14.09,0.77,60,320,230,60
유안타증권,3535,25.03,200,5.66,57.14,4.52,7.65,0.33,180,180,110,180
한국컴퓨터,4950,24.12,280,5.66,27.35,9.28,5.83,0.43,300,300,250,180
에이블씨엔씨,7290,25.03,411,5.64,73.50,16.26,12.48,1.99,1427,1427,0,0
삼성카드,49850,25.03,2800,5.62,44.96,8.00,6.88,0.50,2500,2500,2500,2300
LX하우시스우,18860,25.02,1050,5.57,22.64,5.20,7.20,0.37,350,1750,250,350
한국주철관,7200,24.12,400,5.56,63.05,3.88,10.36,0.38,400,400,400,400
KCC글라스,32500,25.02,1800,5.54,77.66,2.48,16.25,0.40,2400,2200,2400,2400
극동유화,3620,24.12,200,5.53,74.94,4.40,13.89,0.58,200,200,200,160
BNK금융지주,11890,25.02,650,5.47,28.46,6.96,4.56,0.31,625,510,625,560
삼일기업공사,3665,24.12,200,5.46,42.43,8.71,8.25,0.70,175,175,125,100
안국약품,8070,24.12,440,5.45,29.69,10.60,5.06,0.45,220,220,220,220
한일시멘트,18400,24.12,1000,5.43,37.63,11.13,5.46,0.58,800,800,580,540
포스코스틸리온,39850,25.03,2160,5.42,37.77,9.24,5.06,0.45,875,1615,875,1000
링네트,4440,24.12,240,5.41,29.76,12.67,7.02,0.71,81,81,0,0
모나리자,2780,24.03,150,5.40,59.97,11.51,10.50,1.18,75,50,0,75
한국앤컴퍼니,18540,25.03,1000,5.39,27.01,8.28,4.58,0.36,700,700,650,600
한양증권,17950,24.12,950,5.29,32.39,0,4.01,0.30,900,800,800,900
이퓨쳐,4755,25.02,250,5.26,39.57,10.69,8.01,0.66,0,0,0,0
삼성증권,66600,24.12,3500,5.26,34.76,12.89,4.32,0.53,3800,2200,1700,3800
YW,3850,24.12,200,5.20,37.63,5.31,9.62,0.36,200,200,150,100
현대홈쇼핑,54000,25.04,2800,5.18,20.33,7.42,3.46,0.24,2800,2800,2600,2400
코리안리,9950,25.04,515,5.18,28.74,9.44,4.89,0.41,458,458,311,324
롯데쇼핑,73600,25.03,3800,5.16,011.10,07.74,01.58,0.10,3800,3800,3300,2800
지역난방공사,75200,25.04,3879,5.16,21.37,9.65,2.28,0.21,797,0,0,797
한일현대시멘트,17480,24.12,900,5.15,28.97,14.60,4.36,0.61,700,700,600,1200
한국타이어앤테크놀로지,38900,25.03,2000,5.14,21.89,10.79,4.27,0.42,800,1300,800,700
세아베스틸지주,23350,25.03,1200,5.14,190.45,1.04,35.02,0.37,1500,1200,1200,1500
SJM,3410,24.12,175,5.13,13.13,10.21,2.16,0.21,175,175,100,150
LG우,61400,25.03,3150,5.13,83.20,2.16,20.08,0.41,3150,3150,3050,2850
대덕전자1우,7920,25.03,405,5.11,86.76,2.72,33.60,0.91,405,305,405,305
한일홀딩스,18420,24.12,930,5.05,24.14,7.56,3.63,0.26,800,800,800,514
NH투자증권,18830,25.03,950,5.05,47.96,8.73,7.06,0.59,800,800,700,1050
대상우,17070,25.03,860,5.04,32.18,6.94,7.26,0.49,810,810,810,810
에이스침대,28800,24.12,1450,5.03,21.22,9.70,4.22,0.37,1400,1400,1330,1330
대한제당우,2485,24.12,125,5.03,55.31,3.68,12.53,0.45,125,120,125,115
태원물산,3980,24.12,200,5.03,8.40,47.06,1.61,0.60,55,140,50,55
동아엘텍,2985,24.12,150,5.03,08.81,021.43,02.45,0.51,75,75,100,75
경동제약,5980,24.12,300,5.02,147.77,2.44,34.48,0.75,500,400,400,500
현대에이치티,7980,24.12,400,5.01,22.30,14.89,3.78,0.48,350,130,130,350
LG유플러스,12970,25.03,650,5.01,74.61,4.40,12.04,0.52,650,650,650,550
신라교역,9980,24.12,500,5.01,19.93,6.75,3.79,0.25,500,500,500,500
미원화학,80300,24.12,4000,4.98,29.79,17.55,6.44,0.98,3500,3500,2500,2500
삼양사우,36200,24.12,1800,4.97,14.47,7.53,4.19,0.28,1800,1800,1300,1300
효성ITX,15090,24.12,750,4.97,75.93,16.71,12.90,2.06,750,750,750,750
웅진씽크빅,1820,24.12,90,4.95,052.12,06.44,09.30,0.60,130,0,110,130
피제이메탈,3040,24.12,150,4.93,131.71,4.03,26.47,1.07,150,150,135,150
대신증권,24400,25.03,1200,4.92,68.52,4.57,10.00,0.35,1400,1200,1200,1400
인천도시가스,25500,24.12,1250,4.90,26.74,8.85,5.58,0.45,1250,1250,1250,1250
SB성보,2760,24.12,135,4.89,076.82,02.66,014.42,0.39,135,135,135,120
나무가,13350,24.12,650,4.87,36.57,16.64,8.23,1.16,0,0,0,0
HL홀딩스,41100,25.03,2000,4.87,94.35,1.91,17.50,0.30,2000,2000,2000,2000
한세실업,10300,25.03,500,4.85,33.93,8.58,9.77,0.79,500,500,500,500
HDC랩스,9310,25.03,450,4.83,54.48,7.23,11.78,0.74,450,450,450,450
예스24,4150,24.12,200,4.82,345.11,0.72,79.16,0.63,200,200,200,200
진양산업,5840,24.12,281,4.81,36.36,16.55,11.19,1.75,250,250,200,175
동방아그로,6240,24.12,300,4.81,38.13,6.01,8.62,0.46,350,300,250,350
KG이니시스,10410,24.12,500,4.80,32.27,8.63,5.98,0.49,420,420,400,400
DB증권,8340,25.03,400,4.80,32.04,4.94,4.38,0.20,500,200,170,500
한전KPS,51700,24.12,2469,4.78,64.43,13.26,11.51,1.49,2158,2158,1305,1199
우리손에프앤지,1469,24.12,70,4.76,32.17,5.32,5.74,0.27,50,25,50,50
하이트진로2우B,15790,24.12,750,4.75,51.01,8.63,14.51,1.21,850,1000,1000,850
MH에탄올,5290,24.12,250,4.73,051.51,04.63,013.17,0.55,350,250,250,350
태경산업,5320,24.12,250,4.70,35.80,6.63,7.02,0.46,300,270,300,270
텔코웨어,13700,24.12,640,4.67,66.42,4.48,18.62,0.46,640,640,600,500
롯데칠성우,73000,25.03,3405,4.66,57.85,3.99,19.05,0.75,3405,3405,3305,3005
에스텍,18240,24.12,850,4.66,15.45,25.76,2.48,0.43,500,500,300,0
대현,1933,24.12,90,4.66,25.07,5.99,6.50,0.38,90,100,110,90
세아제강,150400,25.03,7000,4.65,14.30,0,2.50,0.30,8000,8000,6000,3500
파트론,6460,24.12,300,4.64,28.33,10.93,7.63,0.69,350,250,300,350
JB금융지주,21450,25.02,995,4.64,28.00,12.80,4.69,0.55,855,855,835,599
효성,64700,24.12,3000,4.64,11.07,19.62,1.95,0.36,6500,3000,4500,6500
비비씨,8630,25.03,400,4.64,54.39,5.30,10.57,0.56,400,400,200,0
HS화성,10790,24.12,500,4.63,39.48,3.17,8.21,0.24,500,500,500,1000
무림페이퍼,2160,25.03,100,4.63,10.23,9.39,2.10,0.19,75,75,50,25
한국금융지주우,87300,25.02,4042,4.63,22.39,11.54,4.22,0.43,6212,2712,2362,6212
나눔테크,2165,24.12,100,4.62,16.56,13.48,3.09,0.39,50,50,0,0
위너스,14900,24.12,686,4.60,141.62,9.82,0,0.00,588,588,392,392
씨피시스템,1305,25.03,60,4.60,018.31,029.60,05.52,1.42,29,0,29,0
삼아제약,17430,24.12,800,4.59,22.11,10.50,4.82,0.46,750,750,400,250
한화생명,3280,24.03,150,4.57,14.86,5.43,3.24,0.16,30,0,0,30
하나금융지주,78900,25.02,3600,4.56,27.17,9.11,4.41,0.37,3400,3400,3350,3100
SK케미칼우,26300,25.03,1200,4.56,250.79,0.41,97.08,0.39,700,700,1550,3050
쇼박스,3295,25.02,150,4.55,34.15,23.14,7.19,1.49,0,0,0,0
일성아이에스,22000,24.12,1000,4.55,52.05,3.41,15.74,0.27,4000,1500,4000,150
유진기업,3740,25.03,170,4.55,020.20,06.18,04.42,0.26,170,170,170,170
호전실업,8810,24.12,400,4.54,15.11,14.35,3.23,0.39,300,300,300,250
DN오토모티브,22100,25.02,1000,4.53,18.26,19.78,3.41,0.54,600,600,500,400
위닉스,6630,24.12,300,4.53,010.68,023.45,01.86,0.43,500,300,400,500
세보엠이씨,12200,24.12,550,4.51,15.57,15.50,3.04,0.41,550,550,500,250
다우기술,31150,25.03,1400,4.49,16.98,13.16,2.25,0.27,700,700,600,600
아이에스동서,22300,24.12,1000,4.48,020.03,010.19,04.26,0.46,1500,1500,0,1200
고스트스튜디오,10650,24.12,477,4.48,72.53,5.63,13.94,0.77,945,678,1307,945
삼영무역,15650,24.12,700,4.47,21.74,10.70,4.14,0.40,600,600,600,550
한섬,16770,25.04,750,4.47,36.08,3.18,7.77,0.22,750,750,750,600
지에이이노더스,5600,24.12,250,4.46,7.33,17.38,1.87,0.25,100,100,100,100
E1,77500,25.02,3450,4.45,31.73,3.82,7.50,0.24,5150,5150,3600,2200
스톤브릿지벤처스,4507,24.12,200,4.44,151.72,2.63,29.73,0.76,400,300,400,0
위츠,6780,24.12,300,4.43,243.68,4.66,66.78,2.99,0,0,0,0
경농,10220,24.12,450,4.40,46.74,6.97,10.22,0.64,450,450,400,350
제이에스코퍼레이션,11360,24.12,500,4.40,12.22,23.41,1.95,0.41,450,450,425,300
삼성화재,432500,25.03,19000,4.39,38.95,13.11,8.74,0.98,16000,16000,13800,12000
삼원강재,2505,24.12,110,4.39,33.01,5.37,7.08,0.37,110,110,105,105
하나투어,52400,25.01,2300,4.39,43.74,47.19,10.69,4.81,5000,5000,0,0
케이디켐,11460,24.12,500,4.36,34.76,5.38,8.43,0.42,500,500,430,500
KT&G,123900,25.02,5400,4.36,50.48,12.66,11.93,1.25,5200,5200,5000,4800
롯데지주,27600,25.03,1200,4.35,08.43,015.56,02.26,0.25,1500,1500,1500,1500
라이온켐텍,2300,24.12,100,4.35,17.39,6.77,10.25,0.68,100,100,100,100
경동도시가스,20150,24.12,875,4.34,18.01,6.61,3.65,0.23,875,875,875,875
고려신용정보,10380,24.12,450,4.34,47.34,26.86,10.92,2.66,380,380,330,300
오리콤,6230,25.04,270,4.33,32.03,8.13,8.44,0.65,270,270,270,220
DL우,24250,24.12,1050,4.33,25.40,2.25,8.01,0.17,1950,1050,1050,1950
화승인더,4640,24.12,200,4.31,25.22,11.72,6.29,0.62,188,188,188,188
KT나스미디어,16250,24.12,700,4.31,0122.67,03.13,024.92,0.79,700,700,638,664
골프존홀딩스,5810,24.12,250,4.30,23.23,6.02,3.40,0.19,167,167,163,140
SK디스커버리우,40700,25.03,1750,4.30,128.60,0.88,31.10,0.26,1750,1750,1750,1550
iM금융지주,11630,25.02,500,4.30,38.72,3.60,6.44,0.23,650,550,650,630
NPC우,2560,24.12,110,4.30,5.31,18.88,2.38,0.37,105,105,105,105
KX,4425,24.12,190,4.29,9.83,27.09,1.67,0.37,200,200,167,0
코오롱글로벌,9330,24.12,400,4.29,32.67,4.15,7.19,0.29,500,400,400,500
성도이엔지,4675,24.12,200,4.28,15.01,6.83,4.00,0.24,150,100,100,150
아시아나IDT,11720,24.12,500,4.27,47.17,7.06,11.34,0.79,500,500,500,500
SK우,166800,25.04,7050,4.23,029.83,05.64,07.46,0.29,8050,5050,5050,8050
새론오토모티브,3315,24.12,140,4.22,27.74,4.08,6.50,0.26,140,140,140,140
케이프,7110,24.12,300,4.22,52.75,7.46,11.30,0.75,300,300,100,100
금화피에스시,33200,24.12,1400,4.22,20.65,11.58,3.68,0.40,1300,1300,1300,1300
메쎄이상,2375,24.12,100,4.21,31.65,21.04,6.32,1.22,50,50,0,0
CJ제일제당 우,144500,25.02,6050,4.19,64.92,1.97,28.25,0.52,5550,5550,5550,5050
삼호개발,3585,25.03,150,4.18,63.77,2.33,14.57,0.31,190,190,190,190
동인기연,14820,24.12,620,4.18,21.03,12.39,6.44,0.72,800,560,800,400
서울가스,59800,24.12,2500,4.18,29.01,3.14,7.35,0.18,2250,2250,1750,1750
한국내화,2395,24.12,100,4.18,64.37,2.84,16.04,0.42,45,45,45,35
신영증권,119800,25.03,5000,4.17,36.90,6.45,11.37,0.33,4500,4500,4000,4000
JW생명과학,12010,24.12,500,4.16,17.60,24.45,3.92,0.84,500,500,500,500
LG,74600,25.03,3100,4.16,83.20,2.16,20.08,0.41,3100,3100,3000,2800
삼지전자,10830,24.12,450,4.16,11.21,16.21,2.29,0.32,450,450,450,400
크리스에프앤씨,4815,25.03,200,4.15,016.60,06.89,05.61,0.35,500,300,250,500
하나제약,12290,24.12,510,4.15,41.52,7.24,9.12,0.61,510,510,510,510
한국캐피탈,726,24.12,30,4.13,11.56,12.62,2.13,0.25,35,28,28,35
대한제당,2905,24.12,120,4.13,55.31,3.68,12.53,0.45,120,115,120,110
넥센타이어1우B,3270,25.04,135,4.13,10.59,7.10,4.95,0.33,120,120,105,110
영원무역홀딩스,129600,25.04,5350,4.13,18.59,13.17,3.40,0.36,3970,3970,3050,2000
도화엔지니어링,6790,24.12,280,4.12,0176.69,02.00,041.80,0.85,280,280,280,280
흥국,5340,24.12,220,4.12,23.15,10.12,6.21,0.54,240,240,220,200
삼진제약,19430,24.12,800,4.12,24.99,14.89,6.40,0.85,800,800,800,800
KTis,2915,24.12,120,4.12,30.98,5.76,7.66,0.38,120,120,120,100
한독크린텍,6090,24.12,250,4.11,53.29,6.36,14.12,0.83,250,250,250,200
한국자산신탁,2450,25.03,100,4.08,32.70,3.60,9.23,0.33,220,220,220,220
KG스틸,6140,25.03,250,4.07,18.22,6.93,4.15,0.28,200,200,150,100
더네이쳐홀딩스,12300,24.12,500,4.07,43.93,4.91,8.59,0.38,400,400,400,200
자이에스앤디,3690,25.02,150,4.07,439.24,0.31,95.15,0.29,300,150,300,200
네오팜,14780,24.12,600,4.06,40.69,13.69,8.23,1.05,384,384,358,358
KSS해운,9880,24.12,400,4.05,15.73,12.09,3.52,0.37,350,350,350,350
삼양홀딩스우,87700,24.12,3550,4.05,95.87,1.38,20.55,0.24,3550,3550,3550,3050
NICE,12370,25.03,500,4.04,36.83,6.27,8.57,0.50,451,451,410,375
효성티앤씨,247500,24.12,10000,4.04,32.08,9.84,7.69,0.71,50000,10000,10000,50000
SIMPAC,4970,24.12,200,4.02,39.53,4.62,8.95,0.34,200,100,200,200
LF,17400,25.03,700,4.02,25.46,4.87,6.01,0.27,700,700,700,600
KB발해인프라,8100,24.12,325,4.01,0,0,0,0,0,0,0,0
다올투자증권,3740,25.03,150,4.01,023.38,07.82,04.51,0.34,250,150,150,250
OCI,55100,24.12,2200,3.99,20.51,0,5.40,0.43,2000,2000,0,0
한국가구,5150,24.12,205,3.98,19.23,8.92,3.74,0.32,175,175,175,175
딜리,1007,25.03,40,3.97,23.11,7.96,5.12,0.37,40,0,40,40
삼양홀딩스,88500,24.12,3500,3.95,95.87,1.38,20.55,0.24,3500,3500,3500,3000
금호석유화학우,56900,24.12,2250,3.95,16.44,5.88,8.00,0.39,5450,2950,5450,10050
에스원,68300,24.12,2700,3.95,51.65,10.85,12.73,1.21,2700,2700,2500,2500
POSCO홀딩스,254250,25.02,10000,3.93,69.18,2.00,19.39,0.35,17000,10000,12000,17000
기신정기,2545,25.03,100,3.93,93.79,1.25,20.82,0.26,150,120,150,150
한국기업평가,101000,25.02,3954,3.91,72.19,21.69,16.24,3.28,5131,5131,5100,3397
이지바이오,5110,24.12,200,3.91,33.75,26.72,7.34,1.66,75,100,75,75
바이오노트,5110,25.03,200,3.91,36.68,3.46,8.70,0.29,534,200,490,534
보광산업,3835,24.12,150,3.91,104.04,5.38,32.64,1.71,300,300,150,150
빙그레,84500,25.03,3300,3.90,28.27,15.14,7.77,1.00,2600,2600,1500,1400
LX세미콘,61600,25.02,2400,3.90,29.91,12.69,7.09,0.86,5400,1800,4500,5400
